28,0.000088,0.000523,0.000781,0.001206,0.044730,0.097178,0.043541,0.001417,0.000783,0.001670,0.002022,0.000917,0.001552,0.003281,0.007220,0.007573,0.333954,0.677421,0.305360,0.023024,0.009037,0.002384,0.004247,0.074189,0.186916,0.095911,0.007479,0.002126,0.024696,0.055750,0.028726,0.000645,0.005627,0.010078,0.003367,0.004331,0.010033,0.004598,0.012822,0.018628,0.010904,0.013830,0.010531,0.008863,0.007693,0.018134,0.015625,0.012342,0.004115,0.001337,0.002708,0.003430,0.005869,0.015253,0.010383,0.003944,0.001755,0.002504,0.002166,0.001288,0.001839,0.001400,0.001618,0.000124,0.000899,0.000293,0.000381,0.000710,0.000386,0.000307,0.000441,0.000875,0.000835,0.001191
28,0.000178,0.000436,0.000651,0.000672,0.009045,0.024156,0.013294,0.000596,0.000598,0.000263,0.000835,0.002422,0.001185,0.002577,0.003718,0.002360,0.184286,0.359202,0.145728,0.005882,0.002317,0.003224,0.000264,0.077404,0.178534,0.085757,0.003028,0.001165,0.013402,0.027160,0.013070,0.000362,0.001641,0.003828,0.001218,0.004595,0.009739,0.005565,0.005713,0.008206,0.001962,0.001284,0.002659,0.007764,0.009142,0.010238,0.007377,0.007072,0.001313,0.001096,0.001653,0.004538,0.002277,0.002086,0.001922,0.000662,0.000195,0.001129,0.000893,0.000560,0.000195,0.000518,0.000295,0.000564,0.000255,0.000516,0.000314,0.000217,0.000376,0.000285,0.000421,0.000343,0.000216,0.000339
28,0.001007,0.001635,0.003847,0.007249,0.067106,0.126846,0.066194,0.011235,0.006779,0.007961,0.018437,0.031205,0.024686,0.019984,0.048610,0.064635,0.510411,1.000000,0.695374,0.270230,0.068070,0.023645,0.032910,0.101683,0.162264,0.101729,0.034954,0.010477,0.051122,0.075420,0.042999,0.015156,0.004277,0.007485,0.012029,0.011642,0.009490,0.010898,0.009776,0.008234,0.006370,0.005080,0.001524,0.001139,0.000325,0.001940,0.000471,0.001445,0.000572,0.000856,0.000887,0.000347,0.000906,0.001390,0.000341,0.000885,0.001017,0.000360,0.000808,0.000758,0.000779,0.000582,0.000872,0.000466,0.000792,0.000780,0.000630,0.000703,0.000656,0.000720,0.000704,0.000601,0.000713,0.000669
28,0.000482,0.000250,0.001146,0.000572,0.017981,0.041172,0.021284,0.001571,0.000939,0.000271,0.002423,0.001869,0.003866,0.002762,0.001519,0.004950,0.257213,0.496360,0.196571,0.002902,0.000992,0.002670,0.001299,0.069091,0.164450,0.078842,0.002625,0.000707,0.015636,0.039689,0.017352,0.001646,0.003065,0.006477,0.001795,0.006394,0.014159,0.007180,0.002275,0.004589,0.001262,0.006123,0.006718,0.010828,0.003887,0.007296,0.008207,0.007903,0.003112,0.001379,0.002410,0.004975,0.002886,0.003085,0.001340,0.002641,0.000802,0.000700,0.001233,0.000517,0.000174,0.000475,0.000246,0.000102,0.000379,0.000242,0.000239,0.000227,0.000210,0.000387,0.000125,0.000376,0.000117,0.000236
28,0.005432,0.008802,0.013754,0.023018,0.029126,0.014401,0.012259,0.008302,0.006449,0.005570,0.002144,0.001889,0.002564,0.001065,0.001583,0.001980,0.073809,0.128138,0.045431,0.005777,0.002422,0.001930,0.000883,0.038318,0.089719,0.045299,0.003019,0.000607,0.000260,0.002187,0.000611,0.000388,0.000690,0.001382,0.000442,0.002018,0.003654,0.002169,0.002181,0.003164,0.001962,0.002084,0.001423,0.002198,0.002015,0.004314,0.004538,0.002635,0.000731,0.000534,0.000962,0.001569,0.001993,0.001349,0.001221,0.000396,0.000340,0.000280,0.000491,0.000317,0.000384,0.000213,0.000417,0.000587,0.000178,0.000388,0.000343,0.000368,0.000309,0.000360,0.000297,0.000363,0.000303,0.000372
28,0.000472,0.000526,0.000632,0.001240,0.031788,0.069301,0.032771,0.001063,0.001353,0.002132,0.001374,0.003182,0.000904,0.001312,0.002980,0.004644,0.276449,0.541050,0.220017,0.011269,0.004354,0.000225,0.003485,0.076702,0.193809,0.095415,0.005188,0.000309,0.019639,0.045306,0.021425,0.001351,0.005504,0.008497,0.003642,0.005948,0.015445,0.007216,0.008744,0.014080,0.004247,0.012930,0.005990,0.012165,0.009692,0.006312,0.001258,0.005217,0.000594,0.001038,0.001716,0.005031,0.002028,0.006040,0.005124,0.002230,0.001315,0.000636,0.002353,0.001525,0.001701,0.000077,0.000539,0.000762,0.000623,0.000343,0.000610,0.000338,0.000653,0.000591,0.000424,0.000487,0.000498,0.000475
28,0.000652,0.000589,0.001166,0.000221,0.006306,0.016307,0.011127,0.000132,0.000659,0.001343,0.001293,0.001608,0.001629,0.002146,0.004547,0.000370,0.144324,0.278482,0.092654,0.012106,0.006502,0.001901,0.004225,0.078743,0.177953,0.085236,0.001801,0.002369,0.008802,0.012513,0.008655,0.001538,0.001912,0.002201,0.001855,0.001290,0.007070,0.001462,0.005325,0.008304,0.003754,0.004662,0.000867,0.006766,0.001600,0.005355,0.000142,0.005733,0.002513,0.001045,0.001338,0.003703,0.002262,0.001145,0.001261,0.000981,0.000934,0.001294,0.000767,0.001100,0.000854,0.001264,0.000722,0.001265,0.000661,0.001133,0.000984,0.000920,0.000974,0.000969,0.000954,0.000909,0.001029,0.000905
28,0.000716,0.000712,0.001481,0.001936,0.048907,0.106680,0.047527,0.002764,0.000816,0.000670,0.000601,0.000611,0.001286,0.003854,0.004193,0.011847,0.332038,0.692808,0.294869,0.012802,0.005968,0.001854,0.001512,0.064931,0.170602,0.087639,0.003942,0.001721,0.027439,0.061427,0.030913,0.000873,0.005484,0.010832,0.004580,0.003668,0.005874,0.003865,0.012407,0.019318,0.003446,0.012246,0.007509,0.007394,0.011718,0.020726,0.001111,0.014336,0.004411,0.002064,0.001124,0.005769,0.009531,0.005694,0.008600,0.002152,0.003625,0.004712,0.000866,0.003350,0.004553,0.004076,0.000844,0.002957,0.003071,0.002698,0.001474,0.000485,0.000767,0.000705,0.000430,0.000157,0.000464,0.000528
28,0.000167,0.000697,0.000407,0.000302,0.010784,0.027154,0.014520,0.000696,0.000489,0.001299,0.000768,0.001629,0.000588,0.001609,0.001920,0.004065,0.191495,0.379543,0.165289,0.010158,0.003129,0.002176,0.002638,0.073002,0.176808,0.086022,0.003024,0.001264,0.014321,0.033889,0.013741,0.001793,0.001603,0.004855,0.000479,0.003950,0.011360,0.004308,0.004491,0.006657,0.002199,0.001279,0.001098,0.009120,0.003274,0.007557,0.002740,0.008724,0.003017,0.001449,0.002342,0.003169,0.002407,0.001169,0.000758,0.000775,0.001042,0.001736,0.000613,0.000849,0.000808,0.000768,0.000825,0.000565,0.000946,0.000954,0.000729,0.000776,0.000835,0.000693,0.000979,0.000702,0.000848,0.000732
28,0.000976,0.001498,0.004190,0.007184,0.069837,0.131812,0.067998,0.011325,0.006565,0.008441,0.018019,0.031047,0.027404,0.019839,0.049209,0.066094,0.446638,0.887051,0.664680,0.272271,0.064872,0.023101,0.034193,0.111108,0.185155,0.122352,0.035007,0.009207,0.049476,0.075218,0.044781,0.017553,0.005003,0.007940,0.011033,0.011839,0.010476,0.011998,0.010704,0.007366,0.003693,0.003928,0.002667,0.002090,0.000241,0.001923,0.000509,0.000794,0.000895,0.000785,0.001054,0.000081,0.001382,0.001305,0.000292,0.000852,0.000815,0.000747,0.000788,0.000768,0.000776,0.000692,0.000864,0.000677,0.000932,0.000585,0.000763,0.000837,0.000739,0.000755,0.000729,0.000744,0.000771,0.000743
